date,close_eur,close_usd,close_gld,sma50d_eur,sma200d_eur,sma200w_eur,sma200w_factor_eur,sma50d_usd,sma200d_usd,sma200w_usd,sma200w_factor_usd,sma50d_gld,sma200d_gld,sma200w_gld,sma200w_factor_gld,powerlaw_q01_eur,powerlaw_q50_eur,powerlaw_q99_eur,powerlaw_factor_eur,powerlaw_q01_usd,powerlaw_q50_usd,powerlaw_q99_usd,powerlaw_factor_usd
2021-01-27,25129.80,30404.00,16.479936690678677,24071.95,14053.29,7270.44,3.45643455,29427.37,16839.52,8441.73,3.60163142,15.69934303,8.91515851,5.64816458,2.91775079,6814.02,13260.05,46745.39,0.45868148,7197.51,14878.78,55283.68,0.48260217
2021-01-28,27544.40,33374.80,18.109935427858268,24315.26,14149.83,7289.43,3.77867680,29723.95,16959.89,8464.83,3.94276081,15.85993287,8.97986258,5.66051011,3.19934689,6823.27,13277.94,46796.09,0.51838049,7207.07,14898.53,55341.27,0.54364111
2021-01-29,28252.30,34301.80,18.563990994501452,24579.49,14250.34,7308.89,3.86547068,30045.04,17085.18,8488.56,4.04094452,16.03248474,9.04704148,5.67315304,3.27225281,6832.54,13295.85,46846.84,0.53530263,7216.65,14918.30,55398.91,0.56213947
2021-01-30,28261.70,34283.10,18.563990994501452,24846.98,14351.03,7328.35,3.85648884,30370.23,17210.33,8512.27,4.02749208,16.20769923,9.11427977,5.68579598,3.26497663,6841.81,13313.78,46897.63,0.53475100,7226.23,14938.09,55456.60,0.56099238
2021-01-31,27352.00,33108.10,17.667075773745996,25083.14,14447.50,7347.15,3.72280408,30656.22,17329.88,8535.14,3.87903420,16.36497541,9.17719159,5.69778780,3.10069037,6851.10,13331.73,46948.46,0.51127805,7235.83,14957.90,55514.34,0.53589620
2021-02-01,27793.90,33515.70,18.019193548387094,25323.40,14546.39,7366.23,3.77315126,30942.99,17451.78,8558.26,3.91618156,16.52929394,9.24188195,5.71000718,3.15572170,6860.40,13349.70,46999.34,0.52152598,7245.44,14977.73,55572.12,0.54359745
2021-02-02,29479.30,35485.20,19.307470482616026,25595.87,14653.68,7386.53,3.99095380,31267.22,17583.43,8582.79,4.13445977,16.70457027,9.31312564,5.72314772,3.37357542,6869.70,13367.69,47050.26,0.56269997,7255.05,14997.59,55629.95,0.58357020
2021-02-03,31250.00,37646.80,20.52883278348829,25901.02,14769.70,7408.09,4.21836128,31631.46,17725.81,8608.87,4.37302457,16.90543664,9.39043636,5.73716824,3.57821697,6879.02,13385.70,47101.22,0.60590868,7264.68,15017.46,55687.83,0.62742965
2021-02-04,30923.20,36982.10,20.61432552954292,26169.69,14884.01,7429.38,4.16228541,31944.06,17864.68,8634.44,4.28309190,17.08878810,9.46807012,5.75121543,3.58434244,6888.35,13403.73,47152.23,0.59693328,7274.32,15037.36,55745.76,0.61289246
2021-02-05,31811.00,38297.60,21.149547161475592,26434.31,15002.99,7451.29,4.26919366,32253.50,18010.36,8660.94,4.42187569,17.26968322,9.54861499,5.76564416,3.66820195,6897.69,13421.78,47203.28,0.61811054,7283.97,15057.28,55803.73,0.63919587
2021-02-06,32599.90,39256.60,21.149547161475592,26709.21,15125.19,7473.78,4.36190254,32576.08,18159.70,8688.14,4.51841246,17.44695028,9.62888007,5.78007841,3.65904157,6907.04,13439.85,47254.37,0.63679208,7293.63,15077.23,55861.75,0.65810598
2021-02-07,32279.00,38852.90,21.456207201237024,26967.57,15245.42,7496.03,4.30614605,32876.25,18306.40,8715.03,4.45814874,17.63035055,9.71075777,5.79471833,3.70271789,6916.40,13457.94,47305.51,0.62795640,7303.30,15097.19,55919.81,0.64894827
2021-02-08,38500.10,46395.70,25.335397485884034,27354.45,15396.43,7522.72,5.11784301,33334.67,18490.38,8747.31,5.30399631,17.88564991,9.81200266,5.81212810,4.35905697,6925.77,13476.05,47356.70,0.78094493,7312.98,15117.18,55977.93,0.80309792
2021-02-09,38400.60,46508.60,25.29084531933984,27750.49,15547.38,7549.33,5.08662358,33810.27,18675.19,8779.66,5.29731220,18.14929426,9.91335658,5.82951006,4.33841696,6935.15,13494.18,47407.92,0.77744740,7322.68,15137.19,56036.09,0.80441751
2021-02-10,37024.60,44836.00,24.322447651079525,28100.80,15690.82,7574.97,4.88775533,34230.53,18850.85,8810.82,5.08874316,18.37971604,10.00945387,5.84621009,4.16037865,6944.54,13512.33,47459.19,0.74244897,7332.38,15157.22,56094.30,0.76911697
2021-02-11,39540.10,47990.70,26.274678346564468,28509.64,15845.91,7602.42,5.20098863,34725.18,19041.14,8844.26,5.42619733,18.65677156,10.11471179,5.86433133,4.48042187,6953.94,13530.50,47510.51,0.80347426,7342.09,15177.27,56152.55,0.83278482
2021-02-12,39138.00,47371.70,25.993700718271757,28903.02,15994.66,7629.58,5.12977123,35197.89,19222.89,8877.25,5.33630347,18.92102960,10.21630830,5.88224418,4.41901083,6963.35,13548.69,47561.86,0.79250815,7351.82,15197.34,56210.85,0.81908871
2021-02-13,39043.10,47168.70,25.882310980394305,29279.14,16143.23,7656.69,5.09921389,35647.47,19404.19,8910.10,5.29384631,19.17996989,10.31788637,5.90007748,4.38677476,6972.78,13566.90,47613.26,0.78912257,7361.55,15217.44,56269.20,0.81392482
2021-02-14,40185.30,48643.40,26.691505297871522,29650.42,16296.94,7684.60,5.22932879,36091.25,19591.87,8944.01,5.43865671,19.45509407,10.42316949,5.91848876,4.50985148,6982.21,13585.13,47664.71,0.81615166,7371.30,15237.56,56327.60,0.84303961
2021-02-15,39564.20,47936.30,26.355279434807713,30015.10,16447.92,7712.06,5.13017274,36524.75,19776.07,8977.40,5.33966405,19.70702494,10.52658210,5.93665016,4.43941932,6991.65,13603.39,47716.20,0.79982590,7381.05,15257.70,56386.05,0.82757372
2021-02-16,40686.50,49169.70,27.393353575308502,30386.33,16603.17,7740.32,5.25643643,36966.99,19965.26,9011.66,5.45623115,19.96603669,10.63486978,5.95554883,4.59963546,7001.11,13621.66,47767.73,0.82629833,7390.82,15277.86,56444.54,0.85169647
2021-02-17,43297.40,52079.20,29.318096095927043,30805.38,16769.47,7770.44,5.57206542,37461.05,20166.64,9047.99,5.75588611,20.26083733,10.75159261,5.97581294,4.90612681,7010.57,13639.95,47819.31,0.88919261,7400.60,15298.05,56503.08,0.90990516
2021-02-18,42745.00,51582.20,29.048938446809707,31190.65,16936.21,7800.15,5.48002282,37915.32,20369.21,9083.95,5.67838881,20.53708501,10.86883285,5.99587490,4.84482064,7020.05,13658.27,47870.93,0.87452094,7410.39,15318.25,56561.67,0.89869094
2021-02-19,46071.90,55906.60,31.336901992657157,31639.46,17118.72,7832.23,5.88234768,38454.47,20592.63,9122.99,6.12810055,20.85872319,10.99712056,6.01756380,5.20757287,7029.54,13676.60,47922.60,0.95474293,7420.19,15338.48,56620.30,0.98549393
2021-02-20,46187.50,55923.70,31.336901992657157,32083.65,17302.21,7864.40,5.87298459,38985.74,20816.32,9162.05,6.10384139,21.18036138,11.12609974,6.03925269,5.18887081,7039.04,13694.96,47974.31,0.95635036,7430.00,15358.73,56678.98,0.98466405
2021-02-21,47382.80,57433.80,32.00724476148016,32512.66,17489.58,7897.43,5.99977461,39490.55,21044.81,9202.18,6.24132543,21.51540641,11.25734735,6.06142040,5.28048587,7048.54,13713.33,48026.06,0.98430212,7439.82,15379.01,56737.71,1.01412008
2021-02-22,44581.80,54111.80,29.896847979225946,32885.46,17662.86,7928.45,5.62301585,39913.61,21256.59,9239.94,5.85629344,21.76616273,11.37834583,6.08207766,4.91556498,7058.06,13731.73,48077.86,0.91477140,7449.65,15399.30,56796.49,0.94559550
2021-02-23,40241.00,48911.20,27.088613203367302,33168.56,17814.74,7956.36,5.05771483,40251.38,21443.18,9273.97,5.27403043,21.97816886,11.48532117,6.10071207,4.44023794,7067.59,13750.14,48129.70,0.80788372,7459.49,15419.62,56855.31,0.83917445
2021-02-24,40914.50,49697.50,27.533240997229917,33434.60,17969.40,7984.74,5.12408670,40565.50,21632.85,9308.55,5.33890885,22.18010992,11.59409652,6.11965633,4.49914824,7077.13,13768.58,48181.59,0.82320434,7469.34,15439.96,56914.19,0.85404567
2021-02-25,38822.40,46928.50,26.5147748460365,33615.26,18113.87,8011.60,4.84577363,40768.21,21809.09,9341.12,5.02386223,22.32695319,11.69798361,6.13784476,4.31988359,7086.68,13787.04,48233.52,0.77127964,7479.21,15460.32,56973.11,0.79705358
2021-02-26,38437.40,46345.60,26.721402214022138,33746.00,18255.38,8038.19,4.78184765,40905.92,21981.37,9373.27,4.94444308,22.44884418,11.80226469,6.15618258,4.34057988,7096.25,13805.51,48285.49,0.76090625,7489.08,15480.71,57032.07,0.78429905
2021-02-27,38364.70,46136.70,26.721402214022138,33853.48,18398.63,8064.73,4.75709664,41016.66,22155.10,9405.27,4.90540941,22.54409499,11.90609179,6.17451662,4.32769136,7105.82,13824.01,48337.51,0.75812755,7498.97,15501.11,57091.09,0.77911027
2021-02-28,37388.60,45164.00,26.040129151291513,33958.36,18536.44,8090.56,4.62126231,41116.91,22323.13,9436.57,4.78606104,22.62572035,12.00610737,6.19235526,4.20520594,7115.40,13842.53,48389.57,0.73346599,7508.86,15521.54,57150.15,0.75854475
2021-03-01,41214.00,49595.50,28.756015538934307,34165.19,18692.66,8119.11,5.07617214,41344.97,22512.26,9470.98,5.23657531,22.78770189,12.11976790,6.21209062,4.62903993,7125.00,13861.07,48441.68,0.82506629,7518.77,15541.99,57209.26,0.84677631
2021-03-02,40154.30,48424.20,27.860422300212875,34386.15,18843.62,8146.85,4.92881298,41602.57,22695.62,9504.54,5.09484941,22.95908557,12.22886773,6.23116772,4.47113985,7134.60,13879.63,48493.83,0.79836351,7528.69,15562.47,57268.42,0.82219003
2021-03-03,41948.00,50395.10,29.473231726574106,34666.64,19003.24,8175.83,5.13073290,41928.95,22888.37,9539.47,5.28279873,23.18115290,12.34578872,6.25136315,4.71468878,7144.22,13898.21,48546.03,0.84063426,7538.62,15582.96,57327.63,0.86076184
2021-03-04,40475.40,48428.00,28.514063318790146,34861.71,19155.31,8203.75,4.93376809,42149.87,23071.02,9572.98,5.05882181,23.34628831,12.45780240,6.27084789,4.54708260,7153.84,13916.81,48598.27,0.80400575,7548.56,15603.48,57386.88,0.82024113
2021-03-05,40892.50,48792.50,28.687970366886173,35035.18,19307.95,8231.98,4.96751693,42342.20,23253.57,9606.76,5.07897564,23.49563192,12.57030481,6.29045737,4.56055398,7163.48,13935.44,48650.56,0.81300058,7558.51,15624.02,57446.19,0.82653653
2021-03-06,41008.40,48855.60,28.725070555032925,35245.63,19462.84,8260.27,4.96453506,42582.40,23438.11,9640.55,5.06771917,23.66710563,12.68407041,6.31009336,4.55224177,7173.13,13954.08,48702.89,0.81472347,7568.47,15644.58,57505.54,0.82678319
2021-03-07,42667.90,50982.30,29.975482126058328,35502.55,19626.49,8289.73,5.14707958,42881.65,23634.27,9675.86,5.26902001,23.86358757,12.80351446,6.33062250,4.73499757,7182.79,13972.74,48755.26,0.85357233,7578.44,15665.17,57564.94,0.86831164
2021-03-08,44125.00,52311.00,31.05339704965718,35792.48,19797.08,8320.17,5.30337721,43211.08,23836.54,9712.03,5.38620659,24.09243007,12.92833308,6.35183080,4.88888921,7192.46,13991.43,48807.68,0.88747675,7588.42,15685.78,57624.38,0.89380877
2021-03-09,46136.70,54879.00,31.982633020572294,36109.41,19978.79,8352.01,5.52402356,43576.40,24053.29,9750.02,5.62860384,24.33344154,13.05853533,6.37367405,5.01792730,7202.14,14010.13,48860.14,0.93462384,7598.42,15706.41,57683.88,0.94399812
2021-03-10,46864.20,55851.90,32.34697246112414,36454.08,20163.56,8384.31,5.58951184,43973.38,24274.24,9788.66,5.70577587,24.58910892,13.19055928,6.39575238,5.05757111,7211.83,14028.86,48912.65,0.95087746,7608.42,15727.06,57743.42,0.96227147
2021-03-11,48185.20,57799.50,33.55032883089443,36832.13,20355.01,8417.52,5.72439388,44419.84,24505.03,9828.65,5.88071607,24.88079733,13.32842235,6.41864563,5.22701061,7221.53,14047.61,48965.20,0.98131453,7618.44,15747.74,57803.01,0.99993006
2021-03-12,47816.80,57265.10,33.16159481136173,37281.20,20544.17,8450.56,5.65841790,44948.30,24732.59,9868.35,5.80290525,25.21410544,13.46374894,6.44135574,5.14823217,7231.25,14066.38,49017.80,0.97125869,7628.46,15768.43,57862.65,0.98810472
2021-03-13,50205.00,61195.30,33.16159481136173,37742.89,20747.25,8485.25,5.91673787,45512.20,24981.94,9910.80,6.17460750,25.52170934,13.60019371,6.46406585,5.13014496,7240.97,14085.16,49070.44,1.02712346,7638.50,15789.15,57922.33,1.06508991
2021-03-14,49320.10,59113.70,34.23209890841706,38201.72,20945.41,8519.31,5.78921298,46052.69,25220.20,9951.75,5.94003065,25.85072332,13.74201335,6.48748482,5.27663646,7250.71,14103.97,49123.13,1.00470405,7648.55,15809.90,57982.07,1.02248263
2021-03-15,46740.20,55791.30,32.22695240295749,38605.84,21131.12,8551.55,5.46569920,46523.69,25442.52,9990.38,5.58450229,26.14722513,13.87379491,6.50951226,4.95074763,7260.45,14122.80,49175.86,0.94189106,7658.61,15830.66,58041.85,0.95533138
2021-03-16,47784.20,56889.70,32.84435078806074,39029.03,21321.54,8584.53,5.56631522,47016.44,25669.33,10029.79,5.67207289,26.45654708,14.00868411,6.53197778,5.02823982,7270.21,14141.66,49228.64,0.96557450,7668.68,15851.45,58101.68,0.97596851
2021-03-17,49130.70,58913.50,33.7089677349217,39477.25,21518.87,8618.45,5.70064223,47544.67,25906.55,10070.58,5.85006027,26.77950426,14.14804729,6.55503506,5.14245422,7279.98,14160.53,49281.46,0.99641060,7678.76,15872.26,58161.56,1.01489497
2021-03-18,48454.60,57656.00,33.200506737302774,39943.75,21711.98,8651.84,5.60049654,48089.71,26136.32,10110.42,5.70263154,27.11391567,14.28486817,6.57767136,5.04745599,7289.76,14179.42,49334.32,0.97907648,7688.85,15893.09,58221.49,0.98880941
2021-03-19,48869.30,58088.00,33.20073159579333,40370.25,21907.43,8685.50,5.62653848,48583.97,26368.54,10150.51,5.72266812,27.41573159,14.42128648,6.60026998,5.03020811,7299.54,14198.33,49387.23,0.98769403,7698.96,15913.95,58281.47,0.99617516
2021-03-20,48841.20,58093.40,33.20381801554641,40782.02,22101.61,8719.10,5.60163320,49059.81,26599.44,10190.55,5.70071292,27.70852813,14.55707161,6.62287080,5.01350834,7309.35,14217.27,49440.19,0.98578262,7709.07,15934.83,58341.49,0.99510017
2021-03-21,48329.90,57383.80,32.98109086729122,41183.39,22295.07,8752.33,5.52194673,49521.82,26829.29,10230.08,5.60932075,27.99687013,14.69260510,6.64526577,4.96309584,7319.16,14236.23,49493.19,0.97241691,7719.20,15955.73,58401.56,0.97991885
2021-03-22,45478.10,54158.30,31.133511540340894,41545.91,22479.34,8783.49,5.17767994,49942.82,27049.24,10267.24,5.27486452,28.26619884,14.82193271,6.66630012,4.67028351,7328.98,14255.20,49546.23,0.90363820,7729.33,15976.65,58461.68,0.91517483
2021-03-23,45945.40,54452.50,31.52098408104197,41908.94,22664.78,8814.89,5.21224882,50361.56,27269.14,10304.51,5.28433666,28.53623465,14.95246054,6.68751767,4.71340573,7338.81,14274.20,49599.32,0.91353819,7739.48,15997.60,58521.85,0.91986688
2021-03-24,44327.30,52325.40,30.172644447007265,42205.90,22843.43,8845.04,5.01154319,50698.36,27480.30,10340.14,5.06041504,28.75353813,15.07624666,6.70768135,4.49822269,7348.66,14293.22,49652.46,0.87412100,7749.64,16018.57,58582.07,0.87691578
2021-03-25,43683.80,51322.30,29.707281778189397,42454.58,23018.47,8874.82,4.92221814,50971.87,27685.43,10375.15,4.94665619,28.93710711,15.19816129,6.72758138,4.41574469,7358.51,14312.26,49705.64,0.85779816,7759.81,16039.56,58642.34,0.85613844
2021-03-26,46680.90,55036.10,31.777323563885375,42769.73,23207.92,8906.75,5.24106998,51332.95,27908.73,10412.86,5.28539710,29.16036707,15.33014453,6.74901393,4.70843947,7368.38,14331.32,49758.86,0.92739030,7769.99,16060.58,58702.65,0.92801181
2021-03-27,47341.20,55862.90,31.777323563885375,43080.33,23401.53,8939.29,5.29585683,51684.26,28137.41,10451.30,5.34506712,29.37292260,15.46281477,6.77044648,4.69353442,7378.26,14350.41,49812.13,0.94176986,7780.18,16081.62,58763.02,0.94311576
2021-03-28,47333.10,55765.20,32.41220575414123,43375.00,23594.81,8971.74,5.27579934,52014.43,28365.11,10489.57,5.31625224,29.59817577,15.59861174,6.79236404,4.77185934,7388.15,14369.51,49865.45,0.94038345,7790.39,16102.68,58823.43,0.94007353
2021-03-29,48877.60,57616.20,33.64842609355837,43706.97,23795.35,9005.20,5.42770844,52389.70,28601.49,10529.09,5.47209683,29.84202015,15.74029210,6.81511876,4.93732058,7398.04,14388.63,49918.81,0.97551291,7800.60,16123.76,58883.89,0.97518386
2021-03-30,50086.00,58771.30,34.87393561786085,43938.69,24001.80,9039.61,5.54072576,52637.21,28843.40,10569.51,5.56045645,30.03279091,15.88788843,6.83879504,5.09942693,7407.96,14407.78,49972.21,1.00267337,7810.82,16144.87,58944.40,0.99661475
2021-03-31,50008.30,58763.70,34.42109887535145,44170.84,24207.70,9073.87,5.51124272,52882.31,29085.01,10609.84,5.53860379,30.21539598,16.03308736,6.86209169,5.01612343,7417.88,14426.95,50025.66,0.99959256,7821.06,16166.00,59004.95,0.99528660
2021-04-01,49878.10,58718.30,33.945138166262,44427.91,24413.40,9107.98,5.47630759,53159.96,29326.97,10650.05,5.51342951,30.40784979,16.17620514,6.88497663,4.93032003,7427.81,14446.14,50079.16,0.99528596,7831.31,16187.15,59065.56,0.99322211
2021-04-02,50132.70,58977.30,34.09486645855012,44639.76,24619.03,9142.20,5.48365820,53379.69,29568.48,10690.40,5.51684689,30.56425356,16.31940063,6.90793913,4.93560609,7437.75,14465.35,50132.70,1.00000000,7841.57,16208.33,59126.22,0.99709621
2021-04-03,48752.10,57059.90,34.09486645855012,44832.05,24817.19,9175.41,5.31334295,53573.45,29799.85,10729.34,5.31811836,30.72627687,16.46227527,6.93090162,4.91925414,7447.71,14484.58,50186.29,0.96644273,7851.84,16229.52,59186.92,0.95856596
2021-04-04,49542.20,58199.90,33.64545034107989,45042.03,25018.47,9209.19,5.37964794,53794.08,30036.11,10769.11,5.40433703,30.88153966,16.60256656,6.95354310,4.83860528,7457.67,14503.83,50239.92,0.98369137,7862.12,16250.75,59247.67,0.97960964
2021-04-05,49957.50,58993.40,34.13772351137087,45237.47,25222.02,9243.17,5.40480160,54001.08,30276.37,10809.31,5.45764716,31.03046402,16.74512815,6.97641765,4.89330273,7467.65,14523.10,50293.59,0.99215219,7872.41,16271.99,59308.47,0.99387453
2021-04-06,48944.60,57996.30,33.25189920591692,45425.08,25420.54,9276.31,5.27630060,54202.28,30511.68,10848.69,5.34592656,31.16839642,16.88337342,6.99859029,4.75122815,7477.64,14542.40,50347.32,0.96727944,7882.71,16293.26,59369.32,0.97333248
2021-04-07,47220.20,55948.70,32.19791097171467,45555.75,25609.79,9308.31,5.07290797,54337.86,30736.02,10886.73,5.13916484,31.26448757,17.01612189,7.02009493,4.58653498,7487.64,14561.71,50401.08,0.92587683,7893.03,16314.55,59430.22,0.93244645
2021-04-08,48742.30,58077.40,33.06653457680001,45664.65,25807.33,9341.34,5.21791306,54457.82,30971.80,10926.21,5.31542044,31.33945634,17.15362200,7.04215040,4.69551667,7497.65,14581.05,50454.90,0.96013246,7903.35,16335.86,59491.17,0.97259489
2021-04-09,48914.40,58118.70,33.32303193624219,45788.04,26007.56,9374.47,5.21783098,54588.55,31210.31,10965.72,5.30003502,31.42493821,17.29300156,7.06436686,4.71705853,7507.67,14600.41,50508.76,0.96292280,7913.69,16357.20,59552.17,0.97224028
2021-04-10,50145.10,59748.40,34.25743936700877,45869.50,26213.25,9408.49,5.32977130,54665.39,31456.39,11006.33,5.42854884,31.48334895,17.43657720,7.08725075,4.83367113,7517.70,14619.79,50562.66,0.99029945,7924.04,16378.56,59613.21,1.00261544
2021-04-11,50360.30,59978.70,34.38948454790437,45952.96,26421.11,9442.61,5.33330297,54746.49,31705.10,11047.04,5.42939104,31.54440060,17.58105521,7.11013758,4.83668342,7527.75,14639.19,50616.61,0.99405159,7934.39,16399.94,59674.31,1.00588308
2021-04-12,50162.90,59863.80,34.53547940463828,46008.56,26625.98,9476.78,5.29324306,54795.09,31950.72,11087.91,5.39901568,31.59496530,17.72499750,7.13330354,4.84144257,7537.80,14658.61,50670.60,0.98822938,7944.76,16421.35,59735.45,1.00247824
2021-04-13,53190.30,63540.90,36.42773605457777,46180.73,26845.95,9513.06,5.59129239,54983.67,32214.98,11131.35,5.70828336,31.72558306,17.87841906,7.15779247,5.08924172,7547.87,14678.06,50724.64,1.05710617,7955.15,16442.78,59796.64,1.07222516
2021-04-14,52624.30,62980.40,36.256058948822755,46428.40,27062.93,9549.07,5.51093457,55265.05,32476.24,11174.58,5.63604180,31.90893197,18.03087719,7.18231437,5.04796324,7557.95,14697.52,50778.73,1.04270099,7965.54,16464.23,59857.88,1.06017304
2021-04-15,52892.30,63216.00,35.84486278067589,46667.95,27281.08,9585.31,5.51805836,55535.42,32738.44,11217.99,5.63523412,32.07516441,18.18106297,7.20652659,4.97394443,7568.03,14717.01,50832.86,1.04760079,7975.94,16485.70,59919.17,1.06346987
2021-04-16,51337.70,61379.70,34.43461430575035,46918.26,27491.94,9620.40,5.33633737,55824.45,32991.87,11260.04,5.45110852,32.23356120,18.32481149,7.22969340,4.76294255,7578.13,14736.52,50887.04,1.01040571,7986.36,16507.20,59980.51,1.02691053
2021-04-17,50561.60,60041.90,33.684095371669,47160.74,27698.55,9654.83,5.23692287,56098.37,33237.88,11301.03,5.31295820,32.37281506,18.46467036,7.25232414,4.64459320,7588.25,14756.05,50941.26,0.99124259,7996.78,16528.72,60041.90,1.00000000
2021-04-18,47157.00,56207.10,31.585894914301768,47336.59,27888.39,9686.93,4.86810579,56299.78,33465.03,11339.36,4.95681414,32.47010492,18.59403042,7.27345616,4.34262532,7598.37,14775.60,50995.53,0.91154882,8007.22,16550.27,60103.34,0.92521055
2021-04-19,46370.80,55646.10,31.43296936694703,47516.23,28075.00,9718.41,4.77143895,56509.42,33690.16,11377.24,4.89100168,32.57796172,18.72333456,7.29440484,4.30918904,7608.50,14795.17,51049.84,0.89229062,8017.67,16571.84,60164.82,0.91334675
2021-04-20,47018.30,56483.20,31.767829021372325,47632.32,28264.90,9750.26,4.82226115,56647.18,33919.72,11415.62,4.94788719,32.63819799,18.85434747,7.31550983,4.34253111,7618.65,14814.77,51104.20,0.90604005,8028.13,16593.43,60226.36,0.92828952
2021-04-21,44764.20,53820.20,30.00178382295557,47724.52,28443.57,9780.55,4.57685917,56755.10,34136.10,11452.15,4.69957170,32.68102522,18.97653015,7.33540539,4.08999670,7628.80,14834.38,51158.61,0.85310274,8038.60,16615.04,60287.95,0.87621377
2021-04-22,43084.70,51729.50,28.99229368081827,47747.25,28613.45,9809.61,4.39209102,56781.79,34341.38,11487.15,4.50324928,32.67140646,19.09340061,7.35457055,3.94207840,7638.97,14854.02,51213.06,0.81345887,8049.09,16636.68,60349.58,0.83518166
2021-04-23,42349.00,51143.60,28.76176765006917,47784.72,28779.46,9838.15,4.30456946,56836.10,34543.15,11521.75,4.43887430,32.67636055,19.20901561,7.37357437,3.90065472,7649.15,14873.68,51267.56,0.79553221,8059.58,16658.34,60411.26,0.82297302
2021-04-24,41598.60,50088.90,28.76176765006917,47798.85,28942.28,9866.23,4.21626092,56862.03,34740.58,11555.68,4.33456967,32.67783649,19.32460052,7.39257819,3.89062745,7659.34,14893.36,51322.10,0.77730450,8070.09,16680.03,60473.00,0.80184116
2021-04-25,40631.30,48963.60,28.76176765006917,47791.30,29100.11,9893.67,4.10679758,56864.19,34932.05,11588.84,4.22506480,32.67857043,19.44013908,7.41158201,3.88065161,7669.54,14913.07,51376.69,0.75415029,8080.60,16701.74,60534.78,0.77940404
2021-04-26,44750.00,54020.50,30.341095459549322,47832.95,29277.43,9924.11,4.50922047,56924.95,35147.53,11625.67,4.64665692,32.68588270,19.56300509,7.43185022,4.08257628,7679.75,14932.79,51431.32,0.84728959,8091.13,16723.47,60596.61,0.87475384
2021-04-27,45579.30,55036.50,30.980298339431467,47862.03,29458.59,9955.08,4.57849661,56979.46,35367.44,11663.14,4.71884072,32.68442073,19.68927514,7.45249632,4.15703638,7689.98,14952.54,51486.01,0.86513138,8101.67,16745.22,60658.49,0.89303025
2021-04-28,45226.20,54841.40,30.793859353592524,47843.82,29637.12,9985.78,4.52906032,56978.71,35585.15,11700.47,4.68711086,32.66064525,19.81398049,7.47301817,4.12067235,7700.21,14972.31,51540.73,0.85596590,8112.22,16767.00,60720.42,0.88824898
2021-04-29,44225.40,53560.80,30.24666817257737,47791.05,29810.09,10015.79,4.41556782,56932.89,35796.10,11736.90,4.56345372,32.61863917,19.93576184,7.49315598,4.03657261,7710.46,14992.10,51595.50,0.83205894,8122.79,16788.81,60782.40,0.86286264
2021-04-30,47965.50,57720.30,32.62969558212499,47786.65,30001.13,10048.52,4.77338951,56931.30,36027.03,11776.36,4.90137020,32.60022650,20.06892005,7.51503583,4.34192149,7720.72,15011.91,51650.32,0.91611988,8133.36,16810.63,60844.43,0.94073105
2021-05-01,48004.00,57807.10,31.983567555604733,47790.40,30192.47,10081.31,4.76168276,56942.14,36258.95,11815.92,4.89230631,32.57666596,20.19862179,7.53648638,4.24383007,7730.98,15031.74,51705.19,0.91583271,8143.95,16832.48,60906.51,0.94125740
2021-05-02,47104.50,56603.80,31.674435522229373,47728.39,30379.28,10113.38,4.65764166,56850.31,36484.87,11854.54,4.77486263,32.54692277,20.32694550,7.55766131,4.19103665,7741.27,15051.60,51760.10,0.89423617,8154.54,16854.35,60968.64,0.91735465
2021-05-03,47414.10,57169.80,31.89709426888056,47690.27,30567.20,10145.64,4.67334737,56811.43,36713.20,11893.54,4.80679428,32.50022268,20.45628842,7.57893652,4.20865041,7751.56,15071.47,51815.06,0.90012232,8165.15,16876.25,61030.82,0.92696546
2021-05-04,44339.40,53741.50,30.208145966363883,47642.25,30740.54,10175.68,4.35738938,56770.44,36925.30,11930.05,4.50471708,32.45984655,20.57752500,7.59898189,3.97528859,7761.86,15091.37,51870.06,0.82926848,8175.77,16898.17,61093.04,0.86107484
2021-05-05,47742.40,57441.30,32.1682860582981,47641.41,30930.75,10208.14,4.67689511,56781.47,37155.70,11969.20,4.79909267,32.44632525,20.70856228,7.62042937,4.22132199,7772.18,15111.29,51925.11,0.90526767,8186.40,16920.11,61155.32,0.92988303
2021-05-06,46771.50,56405.40,31.067598605396654,47594.23,31115.47,10239.92,4.56756498,56731.31,37380.19,12007.63,4.69746320,32.39349787,20.83360939,7.64109638,4.06585614,7782.50,15131.23,51980.20,0.88214998,8197.04,16942.08,61217.65,0.90923812
2021-05-07,47295.80,57337.20,31.317085959603684,47571.05,31302.05,10272.13,4.60428363,56724.93,37608.11,12046.79,4.75954175,32.35582946,20.95933515,7.66197835,4.08733679,7792.84,15151.20,52035.35,0.89287339,8207.70,16964.07,61280.03,0.92570837
2021-05-08,48474.00,58840.10,31.966327844449633,47563.15,31494.04,10305.15,4.70386166,56739.97,37842.74,12086.98,4.86805637,32.33114138,21.08792482,7.68332405,4.16048154,7803.19,15171.18,52090.53,0.91833942,8218.36,16986.09,61342.45,0.95289613
2021-05-09,47918.80,58238.30,31.639385230538547,47544.70,31679.73,10337.81,4.63529510,56742.87,38069.89,12126.79,4.80244978,32.29985273,21.21284548,7.70443771,4.10664430,7813.55,15191.19,52145.77,0.90465242,8229.04,17008.12,61404.93,0.94044989
